seq,t_ms,frame,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
8209,61612.753,1696,10.6146,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,66.923,66.923,81.699,817.321,3.790,2.0000,11.658,-344.687,470.334,-308.643,-0.6832,0.6542,-0.3244,39.927,813.511,-67.958,DeadBip,Skin,shape,00000230B611DF00,6,1,1,-,
8210,61612.753,1696,10.6146,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,66.923,66.923,81.699,853.416,2.539,4.0000,18.878,-344.687,470.334,-308.643,-0.6832,0.6542,-0.3244,-31.275,850.117,-68.128,DeadBip,Skin,shape,00000230B611C700,14,1,1,-,
8211,61612.756,1696,10.6146,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,80.036,80.036,141.320,801.991,22.262,4.0000,8.334,-356.154,457.476,-305.695,-0.4877,0.7596,-0.4304,36.646,799.788,46.746,DeadBip,-,-,00000230B611EE00,0,1,1,-,
8212,61612.756,1696,10.6146,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,80.036,80.036,141.320,843.935,7.095,50.0000,17.687,-356.154,457.476,-305.695,-0.4877,0.7596,-0.4304,-37.732,843.062,6.957,DeadBip,Skin,shape,00000230B611C400,16,1,1,-,
8213,61612.756,1696,10.6146,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,83.849,83.849,33.589,801.991,22.262,4.0000,8.334,-352.481,459.617,-308.149,-0.7951,0.5670,-0.2153,36.646,799.788,46.746,DeadBip,Skin,shape,00000230B611E200,3,1,1,-,
8214,61612.756,1696,10.6146,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,83.849,83.849,33.589,852.796,5.890,4.0000,17.297,-352.481,459.617,-308.149,-0.7951,0.5670,-0.2153,-27.710,852.115,-19.812,DeadBip,Skin,shape,00000230B611C400,16,1,1,-,
8215,61612.855,1696,10.6146,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,863.000,27.983,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,17.339,862.824,-1.263,DeadBip,-,-,00000230B611EB00,2,0,0,-,
8216,61612.855,1696,10.6146,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,857.819,8.766,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-57.123,853.346,-66.272,DeadBip,-,-,00000230B611C400,16,0,0,-,
8217,61612.861,1696,10.6146,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,881.827,34.030,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,-80.501,874.574,79.111,Static,-,-,000002306A19D900,-,0,0,-,
8218,61612.861,1696,10.6146,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,881.827,34.030,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,-80.501,874.574,79.111,Static,-,-,000002306A19D900,-,0,0,-,
8219,61612.867,1696,10.6146,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,728.710,9.947,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-53.100,718.695,108.056,Static,-,-,000002306ADDA500,-,0,0,-,
8220,61613.270,1696,10.6146,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,32.376,32.376,315.018,862.240,27.971,4.0000,8.334,-362.574,467.235,-300.988,0.0814,0.5618,-0.8233,17.323,862.065,-1.262,DeadBip,Skin,shape,00000230B611EB00,2,1,1,-,
8221,61613.271,1696,10.6146,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,32.376,32.376,315.018,857.064,8.762,6.0000,20.487,-362.574,467.235,-300.988,0.0814,0.5618,-0.8233,-57.073,852.595,-66.214,DeadBip,Skin,shape,00000230B611C400,16,1,1,-,
8222,61629.803,1697,10.6147,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,54.685,54.685,862.363,841.608,4.993,2.0000,11.658,-348.859,495.885,-318.000,0.0000,-0.0000,1.0000,6.955,839.647,-56.995,Static,Carpet,shape,000002306ADDA500,-,0,1,-,
8223,61629.928,1697,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,902.885,7.407,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-103.977,873.850,-201.931,DeadBip,-,-,00000230B611EB00,2,0,0,-,
8224,61629.928,1697,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,845.457,4.235,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-48.553,841.069,-71.011,DeadBip,-,-,00000230B611F700,7,0,0,-,
8225,61630.336,1697,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,830.664,3.585,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,-52.782,828.984,1.000,DeadBip,-,-,00000230B611D000,15,0,0,-,
8226,61630.336,1697,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,775.520,9.691,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-63.187,765.049,110.175,DeadBip,-,-,00000230B611DC00,9,0,0,-,
8227,61630.340,1697,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,822.774,11.129,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,-76.348,813.836,93.809,Static,-,-,000002306A19D900,-,0,0,-,
8228,61638.125,1697,10.6147,listener,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,-396.641,1102.828,-161.801,0.2401,-0.9708,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,tick
8229,61647.597,1698,10.6147,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,829.522,11.903,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,4.808,829.484,6.232,DeadBip,-,-,00000230B611DF00,6,0,0,-,
8230,61647.598,1698,10.6147,touch,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,845.861,2.991,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-51.258,843.831,28.334,DeadBip,-,-,00000230B611C400,16,0,0,-,
8231,61647.600,1698,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,845.861,2.991,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-51.258,843.831,28.334,DeadBip,-,-,00000230B611D000,15,0,0,-,
8232,61647.600,1698,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,803.637,7.096,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-53.249,792.760,120.533,DeadBip,-,-,00000230B611DF00,6,0,0,-,
8233,61647.604,1698,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,840.032,4.687,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,-41.531,838.666,-23.830,Static,-,-,000002306ADDA500,-,0,0,-,
8234,61648.029,1698,10.6147,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,48.971,48.971,75.548,828.812,11.898,4.0000,8.334,-350.452,502.856,-306.032,-0.9219,0.0395,-0.3853,4.804,828.775,6.226,DeadBip,Skin,shape,00000230B611DF00,6,1,1,-,
8235,61648.029,1698,10.6147,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,48.971,48.971,75.548,845.137,2.990,4.0000,18.878,-350.452,502.856,-306.032,-0.9219,0.0395,-0.3853,-51.214,843.109,28.310,DeadBip,Skin,shape,00000230B611C400,16,1,1,-,
8236,61648.119,1698,10.6147,touch,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,836.597,4.762,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,-47.707,834.581,-33.071,Static,-,-,000002306ADDA500,-,0,0,-,
8237,61648.121,1698,10.6147,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,855.234,9.829,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-23.810,841.628,-150.067,Static,-,-,000002306ADDA500,-,0,0,-,
8238,61648.121,1698,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,846.269,3.152,4.0000,17.297,0.000,0.000,0.000,0.0000,0.0000,0.0000,-38.650,845.378,-3.784,Static,-,-,000002306A19D900,-,0,0,-,
8239,61648.123,1698,10.6147,separate,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,823.714,7.961,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,-28.396,823.159,10.302,Static,-,-,000002306A19D900,-,0,0,-,
8240,61665.914,1699,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,34.854,34.854,877.686,835.882,4.760,50.0000,17.687,-353.026,493.427,-318.000,0.0000,-0.0000,1.0000,-47.666,833.867,-33.042,Static,Carpet,shape,000002306ADDA500,-,1,1,-,
8241,61665.920,1699,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,236.563,236.563,921.059,854.503,9.825,6.0000,19.675,-407.310,511.623,-318.000,-0.0000,0.0000,1.0000,-23.789,840.909,-149.939,Static,Carpet,shape,000002306ADDA500,-,1,1,-,
8242,61666.032,1699,10.6148,separate,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,822.505,5.336,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,-23.905,821.731,26.484,Static,-,-,000002306ADDA500,-,0,0,-,
8243,61666.037,1699,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,847.385,32.632,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-129.951,836.191,-44.249,Static,-,-,000002306ADDA500,-,0,0,-,
8244,61666.568,1699,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,900.804,8.385,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-72.204,869.707,-223.258,Static,-,-,000002306ADDA500,-,0,0,-,
8245,61666.571,1699,10.6148,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,758.907,7.569,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,-34.908,748.761,118.651,Static,-,-,000002306ADDA500,-,0,0,-,
8246,61666.576,1699,10.6148,separate,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,812.419,4.582,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,-8.853,812.371,-0.407,Static,-,-,000002306ADDA500,-,0,0,-,
8247,61666.576,1699,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,812.419,4.582,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,-8.853,812.371,-0.407,Static,-,-,000002306ADDA500,-,0,0,-,
8248,61674.202,1699,10.6148,listener,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,-398.014,1109.957,-158.985,0.2429,-0.9700,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,tick
8249,61684.399,1700,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,229.824,229.824,862.609,900.026,8.381,3.0000,10.011,-397.729,499.182,-318.000,-0.0000,0.0000,1.0000,-72.141,868.956,-223.066,Static,Carpet,shape,000002306ADDA500,-,1,1,-,
8250,61684.507,1700,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,860.153,7.951,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-77.817,851.492,-93.640,Static,-,-,000002306ADDA500,-,0,0,-,
8251,61684.512,1700,10.6148,separate,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,763.522,6.922,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-21.630,763.103,-13.066,Static,-,-,000002306ADDA500,-,0,0,-,
8252,61684.513,1700,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,763.522,6.922,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-21.630,763.103,-13.066,Static,-,-,000002306ADDA500,-,0,0,-,
8253,61684.519,1700,10.6148,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,766.378,3.066,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-49.721,764.592,16.195,DeadBip,-,-,00000230B611F400,5,0,0,-,
8254,61684.519,1700,10.6148,separate,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,860.153,7.951,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-77.817,851.492,-93.640,DeadBip,-,-,00000230B611E800,4,0,0,-,
8255,61684.923,1700,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,150.340,150.340,782.153,859.410,7.948,6.0000,19.675,-388.729,508.963,-318.000,-0.0000,0.0000,1.0000,-77.750,850.757,-93.559,Static,Carpet,shape,000002306ADDA500,-,1,1,-,
8256,61685.072,1700,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,783.014,9.231,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-4.708,781.541,47.770,DeadBip,-,-,00000230B611E200,3,0,0,-,
8257,61685.073,1700,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,795.025,4.167,4.0000,17.297,0.000,0.000,0.000,0.0000,0.0000,0.0000,-35.000,794.255,-0.216,DeadBip,-,-,00000230B611C700,14,0,0,-,
8258,61685.079,1700,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,820.678,17.986,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-99.790,812.014,-64.721,Static,-,-,000002306A19D900,-,0,0,-,
8259,61685.079,1700,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,758.300,1.307,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-40.708,757.134,10.460,DeadBip,-,-,00000230B611F400,5,0,0,-,
8260,61685.080,1700,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,863.454,9.600,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-70.143,860.598,2.128,DeadBip,-,-,00000230B611E800,4,0,0,-,
8261,61685.082,1700,10.6148,separate,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,795.025,4.167,4.0000,17.297,0.000,0.000,0.000,0.0000,0.0000,0.0000,-35.000,794.255,-0.216,Static,-,-,000002306ADDA500,-,0,0,-,
8262,61692.200,1700,10.6148,listener,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,-398.690,1113.529,-155.700,0.2467,-0.9691,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,tick
8263,61703.064,1701,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,52.295,52.295,108.342,757.645,1.307,6.0000,19.675,-389.170,520.546,-307.454,0.0767,0.7917,0.6061,-40.673,756.481,10.451,DeadBip,Skin,shape,00000230B611F400,5,1,1,-,
8264,61703.065,1701,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,52.295,52.295,108.342,862.709,9.596,6.0000,19.675,-389.170,520.546,-307.454,0.0767,0.7917,0.6061,-70.082,859.855,2.126,DeadBip,Skin,shape,00000230B611E800,4,1,1,-,
8265,61703.070,1701,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,123.588,123.588,868.649,819.970,17.978,3.0000,10.011,-399.295,513.749,-319.650,-0.0000,0.0000,1.0000,-99.704,811.313,-64.665,Static,Wood,shape,000002306A19D900,-,1,1,-,
8266,61703.076,1701,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,56.848,56.848,187.242,782.338,9.227,2.0000,11.658,-352.850,534.817,-306.764,-0.4384,0.7448,-0.5030,-4.704,780.866,47.728,DeadBip,Skin,shape,00000230B611E200,3,1,1,-,
8267,61703.076,1701,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,56.848,56.848,187.242,794.339,4.166,4.0000,17.297,-352.850,534.817,-306.764,-0.4384,0.7448,-0.5030,-34.970,793.569,-0.216,DeadBip,Skin,shape,00000230B611C700,14,1,1,-,
8268,61703.185,1701,10.6148,separate,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,828.854,1.666,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-27.506,828.312,-11.903,Static,-,-,000002306ADDA500,-,0,0,-,
8269,61703.694,1701,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,774.129,3.496,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-17.553,773.832,-12.329,DeadBip,-,-,00000230B611D000,15,0,0,-,
8270,61703.695,1701,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,778.442,8.871,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-61.638,772.310,75.565,DeadBip,-,-,00000230B611DF00,6,0,0,-,
8271,61721.439,1702,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,20.978,20.978,36.882,773.448,3.495,4.0000,18.878,-330.602,542.841,-295.031,-0.6803,0.4099,-0.6076,-17.537,773.151,-12.318,DeadBip,Skin,shape,00000230B611D000,15,1,1,-,
8272,61721.440,1702,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,20.978,20.978,36.882,777.757,8.867,6.0000,11.658,-330.602,542.841,-295.031,-0.6803,0.4099,-0.6076,-61.583,771.630,75.499,DeadBip,Skin,shape,00000230B611DF00,6,1,1,-,
8273,61721.561,1702,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,792.497,2.778,4.0000,17.297,0.000,0.000,0.000,0.0000,0.0000,0.0000,-40.632,791.172,-21.157,Static,-,-,000002306ADDA500,-,0,0,-,
8274,61721.906,1702,10.6148,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,16.961,16.961,768.078,791.799,2.777,4.0000,17.297,-348.622,546.544,-318.000,0.0000,-0.0000,1.0000,-40.596,790.475,-21.139,Static,Carpet,shape,000002306ADDA500,-,1,1,-,
8275,61722.048,1702,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,790.218,6.097,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,7.446,788.865,45.620,DeadBip,-,-,00000230B611EE00,0,0,0,-,
8276,61722.049,1702,10.6148,touch,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,791.829,2.079,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,-40.776,790.047,-34.017,DeadBip,-,-,00000230B611C700,14,0,0,-,
8277,61728.990,1702,10.6149,listener,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,-400.135,1121.042,-148.667,0.2532,-0.9674,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,tick
8278,61739.593,1703,10.6149,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,36.001,36.001,169.080,789.523,6.094,2.0000,11.658,-357.475,560.785,-304.475,-0.0854,0.9114,-0.4026,7.440,788.171,45.580,DeadBip,-,-,00000230B611EE00,0,1,1,-,
8279,61739.594,1703,10.6149,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,36.001,36.001,169.080,791.133,2.078,50.0000,17.687,-357.475,560.785,-304.475,-0.0854,0.9114,-0.4026,-40.741,789.351,-33.987,DeadBip,Skin,shape,00000230B611C700,14,1,1,-,
8280,61739.703,1703,10.6149,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,806.721,1.690,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-72.277,803.160,-22.578,Static,-,-,000002306A19D900,-,0,0,-,
8281,61740.042,1703,10.6149,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,21.759,21.759,797.145,806.012,1.690,6.0000,19.675,-393.505,551.280,-319.650,-0.0000,0.0000,1.0000,-72.214,802.453,-22.558,Static,Wood,shape,000002306A19D900,-,1,1,-,
8282,61740.185,1703,10.6149,separate,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,781.034,3.318,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-31.359,780.328,-10.881,DeadBip,-,-,00000230B611D000,15,0,0,-,
8283,61740.186,1703,10.6149,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,785.883,4.431,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-49.032,781.308,69.025,DeadBip,-,-,00000230B611DF00,6,0,0,-,
8284,61740.194,1703,10.6149,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,785.405,3.207,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-83.458,780.273,-32.693,DeadBip,-,-,00000230B611E800,4,0,0,-,
8285,61740.194,1703,10.6149,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,775.646,2.419,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-36.469,772.319,-61.810,DeadBip,-,-,00000230B611F700,7,0,0,-,
8286,61758.353,1704,10.6150,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,24.076,24.076,93.328,784.707,3.205,3.0000,10.011,-396.981,568.649,-306.361,-0.1175,-0.8592,-0.4979,-83.384,779.580,-32.664,DeadBip,Skin,shape,00000230B611E800,4,1,1,-,
8287,61758.355,1704,10.6150,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,24.076,24.076,93.328,774.957,2.418,6.0000,19.675,-396.981,568.649,-306.361,-0.1175,-0.8592,-0.4979,-36.436,771.633,-61.755,DeadBip,Skin,shape,00000230B611F700,7,1,1,-,
8288,61758.471,1704,10.6150,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,799.177,1.216,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-45.050,797.255,-32.220,Static,-,-,000002306ADDA500,-,0,0,-,
8289,61758.880,1704,10.6150,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,36.410,36.410,783.061,798.467,1.215,6.0000,20.487,-357.080,565.340,-318.000,0.0000,-0.0000,1.0000,-45.010,796.547,-32.192,Static,Carpet,shape,000002306ADDA500,-,1,1,-,
8290,61758.989,1704,10.6150,separate,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,821.530,3.731,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-17.172,821.082,21.003,Static,-,-,000002306ADDA500,-,0,0,-,
8291,61758.994,1704,10.6150,separate,ragdoll,Proventus Avenicci,0001A67D,NPC L UpperArm [LUar],10,0.000,0.000,0.000,775.005,3.471,2.0000,14.463,0.000,0.000,0.000,0.0000,0.0000,0.0000,5.866,774.979,-2.404,Static,-,-,000002306ADDA500,-,0,0,-,
8292,61758.995,1704,10.6150,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L UpperArm [LUar],10,0.000,0.000,0.000,775.005,3.471,2.0000,14.463,0.000,0.000,0.000,0.0000,0.0000,0.0000,5.866,774.979,-2.404,Static,-,-,000002306ADDA500,-,0,0,-,
8293,61765.006,1704,10.6150,listener,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,-401.287,1130.528,-148.487,0.2675,-0.9636,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,tick
8294,61777.018,1705,10.6150,separate,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,799.610,3.182,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-1.589,799.580,-6.783,DeadBip,-,-,00000230B611EE00,0,0,0,-,
8295,61777.019,1705,10.6150,separate,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,777.120,2.107,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,-33.062,775.061,-45.858,DeadBip,-,-,00000230B611C700,14,0,0,-,
8296,61777.024,1705,10.6150,touch,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,799.610,3.182,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-1.589,799.580,-6.783,Static,-,-,000002306ADDA500,-,0,0,-,
8297,61777.031,1705,10.6150,separate,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,773.865,2.258,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,-17.463,773.661,-3.107,Static,-,-,000002306ADDA500,-,0,0,-,
8298,61777.032,1705,10.6150,touch,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,773.865,2.258,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,-17.463,773.661,-3.107,Static,-,-,000002306ADDA500,-,0,0,-,
